iso3,country,framework,report_title,report_date,publication_url,pdf_sha256,metric,year,value,unit,pdf_page,printed_page,table_ref,definition_basis,debt_perimeter,incl_central_bank,incl_guarantees,incl_nonguaranteed_soe,domestic_fx_linked_flag,is_proxy,proxy_source,extraction_method,confidence,notes
MAR,Morocco,MAC_SRDSF,Morocco: 2026 Article IV Consultation and Review Under the Flexible Credit Line Arrangement-Press Release; Staff Report; and Statement by the Executive Director for Morocco,2026-03-01,https://elibrary.imf.org/view/journals/002/2026/072/002.2026.issue-072-en.xml,5b27186fc023f490bc6848be1b135b5aaf6e97dfc401cf67c18079614e051068,fx_share,2025,28.5,pct_total_debt,76,65,Annex IV. Figure 3. Morocco: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,central_government,unknown,unknown,unknown,unknown,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=f6823b902495630493062b92b93c57f4463cfec31e0a42535c6650368162caf0. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MAR.json. The upper chart directly separates debt into “Foreign currency,” “Local currency,” and “Local-linked,” establishing a currency basis. | The latest historical point is 2025; the chart’s projection segment begins after that point. | At 2025, the chart visibly indicates foreign-currency debt of approximately 18.5 percent of GDP and total debt of approximately 65 percent of GDP. | Visible arithmetic: 18.5 ÷ 65 × 100 ≈ 28.5 percent of total debt. | The coverage note directly below the chart states: “The perimeter shown is central government.” | The commentary describes a relatively low share of FX-denominated debt, consistent with the plotted currency composition."
MDA,Moldova,LIC_DSF,Republic of Moldova: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Alternate Executive Director for Republic of Moldova,2026-03-05,https://elibrary.imf.org/view/journals/002/2026/059/002.2026.issue-059-en.xml,2cf93e7d798efe4b5635a16741645351ec4d1f89434868ace1fbe699edad58b0,fx_share,2024,63.4,pct_total_debt,79,5,Text Table 2. Decomposition of Public Debt and Debt Service by Creditor,residency,public_sector,y,y,y,unknown,y,external_share_residency,table,medium,"TEA-878 source adjudication. Review ID 609bd7dc00c62a0b. Decision correct_value. Visible arithmetic: 4,309.9 / 6,795.2 x 100 = 63.43 percent, consistent with the table's 63.4 percent; 24.6 / 38.8 x 100 = 63.40 percent.. Evidence: PDF page 79, Text Table 2, reports 2024 total debt of 6,795.2 million, 100.0 percent of total debt and 38.8 percent of GDP; external debt is 4,309.9 million, 63.4 percent of total debt and 24.6 percent of GDP. | PDF page 76 defines external debt by residency and describes public debt as covering central government, local authorities, public entities, guaranteed debt, state and municipal SOEs, and central-bank IMF debt. | PDF page 94 confirms 2024 public-sector debt of 38.8 percent of GDP and external debt of 24.6 percent of GDP, labels the definition residency-based, and says the criteria differ materially. | PDF page 94 footnote 1 explicitly includes central, state, and local governments plus social security, central bank, government-guaranteed debt, and non-guaranteed SOE debt. | Text Table 2 reports 2024 external debt of 4,309.9 million, 63.4 percent of total debt and 24.6 percent of GDP, against total debt of 6,795.2 million and 38.8 percent of GDP. External debt is residency-based, so the share is retained only as a proxy."
MDG,Madagascar,LIC_DSF,Republic of Madagascar: Staff Report for the 2024 Article IV Consultation; First Review Under the Extended Credit Facility Arrangement; Request for A Waiver of Nonobservance of Performance Criteria; and Financing Assurances Review; and First Review Under the Arrangement Under the Resilience and Sustainability Facility-Press Release; Staff Report; and Statement by the Executive Director for Republic of Madagascar,2025-03-21,https://elibrary.imf.org/view/journals/002/2025/060/002.2025.issue-060-en.xml,5e61a882375b6e8e8a7e00f3e63bc75ec07475818d34330db0f91add57d0f9f8,fx_share,2023,71.7,pct_total_debt,167,14,"Table 2. Madagascar: Public Sector Debt Sustainability Framework, Baseline Scenario, 2021–2044",currency,public_sector,y,y,y,unknown,n,,table,high,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=8ed69e6faa85fbdf0524879691fb6f2b199f2a59f46972e0946956d304c9749f. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MDG.json. Candidate 6, PDF page 167 (printed page 14), Table 2 shows the latest actual year as 2023; 2024 onward is under projections. | For 2023, the parent row “Public sector debt” is 52.7 percent of GDP and its indented “of which: external debt” row is 37.8 percent of GDP. | The table explicitly states “Definition of external/domestic debt: Currency-based” and says there is no material difference between the two criteria, so currency-based external debt is direct foreign-currency debt rather than a residency proxy. | Visible arithmetic: 37.8 ÷ 52.7 × 100 = 71.73 percent of total public-sector debt. | Coverage footnote 1 states: central, state, and local governments; central bank; government-guaranteed debt; and non-guaranteed SOE debt. This supports public_sector perimeter and affirmative inclusion flags for the central bank, guarantees, and non-guaranteed SOEs."
MDV,Maldives,LIC_DSF,Maldives: 2024 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Maldives,2024-05-13,https://elibrary.imf.org/view/journals/002/2024/106/002.2024.issue-106-en.xml,eda20d31a80438ee09cfc34823f1c6a137a6c6baee6b55edbd675eaabb7c7f78,fx_share,2022,44.6,pct_total_debt,95,20,"Table 2. Maldives: Public Sector Debt Sustainability Framework, Baseline Scenario, 2020–2043",residency,central_government,y,y,n,unknown,y,external_share_residency,table,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=adec6eb22ce514fb78aa41e12ac4829275cbedf424d8395e60596106a2467f1a. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MDV.json. Candidate 6, PDF page 95, printed page 20: the latest historical Actual column is 2022. | For 2022, the parent row 'Public sector debt 1/' is 110.4 percent of GDP and its indented 'of which: external debt' row is 49.2 percent of GDP. | Visible arithmetic: 49.2 / 110.4 × 100 = 44.57 percent of total debt. | The table's definition box explicitly states that external/domestic debt is 'Residency-based'; therefore the calculated external share is an explicit proxy, not a direct currency-based FX share. | Coverage footnote 1 states: 'The central government, central bank, government-guaranteed debt.' This establishes a central-government base perimeter with the central bank and guarantees included. | The coverage footnote does not include nonguaranteed SOE debt."
MEX,Mexico,MAC_SRDSF,Mexico: Request for an Arrangement Under the Flexible Credit Line and Cancellation of the Current Arrangement-Press Release; and Staff Report,2025-11-01,https://elibrary.imf.org/view/journals/002/2025/301/002.2025.issue-301-en.xml,bf6202636bd2ecd507a38fd0fc8d047cc9f4a57d929dcc9767a9094fe056cbea,fx_share,2024,22.3,pct_total_debt,30,26,Figure 7. Mexico: SRDSA – Public Debt Structure Indicators,currency,public_sector,unknown,unknown,unknown,unknown,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=46f0bbb90480930317d6f84f5e0a57ee46aa49a377823d4c8bdcb2a8a2556677. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MEX.json. Figure 7's 'Debt by Currency (Percent of GDP)' directly separates public debt into 'Foreign currency,' 'Local currency,' and 'Local-linked,' establishing a currency basis. | The figure's coverage note states: 'The perimeter shown is consolidated public sector,' supporting debt_perimeter=public_sector. | The latest point before the visibly marked projection period is 2024. The foreign-currency layer is approximately 13.0 percent of GDP; page 15 separately states gross public debt was 58.3 percent of GDP in 2024. | Visible arithmetic: 13.0 / 58.3 × 100 ≈ 22.3 percent of total public debt. This is a figure-derived estimate, not a residency or governing-law proxy."
MHL,Marshall Islands,LIC_DSF,Republic of Marshall Islands: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Authorities of the Republic of Marshall Islands,2025-12-04,https://elibrary.imf.org/view/journals/002/2025/321/002.2025.issue-321-en.xml,762101957a176e80096b09dfd94111d165f89ae803595a5aaab1559002eb285e,fx_share,FY2024,100.0,pct_total_debt,73,3,"Public Debt Coverage paragraph 1, corroborated by Table 2 currency-composition chart",currency,central_government,n,y,n,unknown,n,,text,high,"TEA-878 source adjudication. Review ID 22fb082926d01498. Decision correct_value. Visible arithmetic: The source states that 100 percent of covered debt is U.S.-dollar denominated, and the DSA chart classifies that stock as foreign-currency debt. Therefore foreign-currency debt / total covered debt x 100 = 100.0 percent.. Evidence: PDF page 73 (printed page 3) states that RMI uses the U.S. dollar as legal tender and that RMI's debt is entirely denominated in U.S. dollars. | The same page states that the DSA covers central-government debt and government-guaranteed debt. Its coverage checklist leaves central-bank and non-guaranteed SOE debt unchecked. | PDF page 74 states that RMI has had no domestic debt since FY2021. | PDF page 91 (printed page 21), Table 2, reports FY2024 actual public-sector debt of 17.3 percent of GDP and external debt of 17.3 percent of GDP. | Table 2's currency-composition chart visually classifies the full covered stock as foreign-currency denominated. No approximate figure value is needed because the text states the entire stock is U.S.-dollar denominated. | The table separately labels external debt on a residency basis and says the residency and currency criteria materially differ; the direct result therefore rests on the text and currency chart, not on the external-debt row. | The report directly states that RMI's covered debt is entirely U.S.-dollar denominated. The DSA currency-composition chart classifies that full stock as foreign-currency debt. This is direct currency evidence, not the residency proxy."
MKD,North Macedonia,MAC_SRDSF,Republic of North Macedonia: 2026 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Republic of North Macedonia,2026-06-01,https://elibrary.imf.org/view/journals/002/2026/123/002.2026.issue-123-en.xml,348a0487a02fe2bb73a1cb0acd544d866c51e717e103cd5e09fbd3bda1eceda1,fx_share,2025,65.7,pct_total_debt,42,38,Annex II. Figure 2. North Macedonia: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,general_government,unknown,unknown,unknown,y,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=531cbedccea884403f1d56c8d89289e7c23a026867af33f4742847f5c8d362e3. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MKD.json. The upper chart is explicitly titled “Debt by Currency (Percent of GDP)” and separates Foreign currency, Local currency, and Local-linked debt. | The chart note explicitly states: “The perimeter shown is general government.” | The projection marker begins after the 2025 observation, so 2025 is the latest visibly supported historical actual year. | For 2025, the foreign-currency area is approximately 34.5 percent of GDP, while the full stacked debt level is approximately 52.5 percent of GDP. The latter is also visibly reported as 52.5 in the 2025 “Gross general government debt” row on candidate 3 (PDF page 28). | Visible arithmetic: approximately 34.5 ÷ 52.5 × 100 = 65.7 percent of total debt. | Local-linked debt is displayed as a separate currency category, supporting domestic_fx_linked_flag=y; it is not included in the reported foreign-currency numerator."
MLI,Mali,LIC_DSF,Mali: Request for Disbursement Under the Rapid Credit Facility and Request for a Staff-Monitored Program-Press Release; Staff Report; and Statement by the Executive Director for Mali,2025-05-01,https://elibrary.imf.org/view/journals/002/2025/106/002.2025.issue-106-en.xml,d57a933033dd9ca26fa735ac691d688aeaeda96021dac255e6d9bc05bd1acade,fx_share,2024,46.7,pct_total_debt,116,24,"Table 2. Mali: Public Debt Sustainability Framework. Baseline Scenario, 2022–45",currency,general_government,n,unknown,unknown,unknown,n,,table,high,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=dad9820b2708ffda94ebe08c7eff1ae75c323c3e8b908d0b9487bb5960e832b2. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MLI.json. Candidate 5, PDF page 116 (printed page 24), Table 2 reports actual 2024 public sector debt of 51.8 percent of GDP and the subordinate row 'of which: external debt' at 24.2 percent of GDP. | The table's coverage footnote states: 'The central, state, and local governments,' establishing a general-government perimeter and excluding the central bank from the stated coverage. | The table explicitly labels the definition of external debt as 'Currency-based,' so the external-debt component is a direct foreign-currency measure rather than a residency proxy. | Visible arithmetic: 24.2 / 51.8 × 100 = 46.72 percent of total debt."
MLT,Malta,MAC_SRDSF,Malta: 2025 Article IV Consultation-Press Release; and Staff Report,2026-02-01,https://elibrary.imf.org/view/journals/002/2026/029/002.2026.issue-029-en.xml,4ef3be84a1b7290757745a88172054fc66415fadb75c032df0281e1374e31973,fx_share,2024,0.0,pct_total_debt,55,50,"Annex VI. Figure 3. Malta: Public Debt Structure Indicators, Debt by Currency (Percent of GDP)",currency,general_government,n,unknown,n,n,n,,figure,medium,"TEA-878 source adjudication. Review ID 1f449ff6dbca8e1e. Decision correct_value. Visible arithmetic: At the 2024 actual point on PDF page 55, the foreign-currency stack is absent, the local-linked layer is zero, and total debt is positive. Therefore 100 x 0 / positive total = 0 percent.. Evidence: PDF page 55 (printed page 50) is an explicit Debt by Currency chart with a general-government perimeter and 2024 as the latest actual year before projections. | The canonical vector chart has no foreign-currency area series in the debt stack and the local-linked vector layer is zero in 2024. Staff commentary directly states that public debt is issued in local currency. | PDF page 54 (printed page 49) selects general-government coverage and excludes the central bank, public nonfinancial corporations, and other public financial corporations. It does not establish guarantee inclusion. | The governing-law panel on page 55 is not used as currency evidence. Candidate pages 7, 19, and 20 contain report contents and fiscal or financial-sector context. | Manual source adjudication of an automatic invalid-arithmetic abstention. The source commentary says public debt is issued in local currency and the foreign-currency vector series is absent from the positive stack. The zero is recorded with a +/-0.1 percentage-point figure tolerance and medium confidence; no gate was changed."
MMR,Myanmar,LIC_DSF,Myanmar: Requests for Disbursement Under the Rapid Credit Facility and Purchase Under the Rapid Financing Instrument-Press Release; Staff Report; and Statement by the Executive Director for Myanmar,2021-01-28,https://elibrary.imf.org/view/journals/002/2021/023/002.2021.issue-023-en.xml,ac8fa08d86477fd4dc053a82309deca7b604dfd76054f1a9e4c2ee1a757019d8,fx_share,Jun-20,39.5,pct_total_debt,40,3,Text Table 1. Total Public and Publicly Guaranteed Debt,residency,public_sector,y,y,n,unknown,y,external_share_residency,table,medium,"TEA-878 source adjudication. Review ID 113899cf2ba1628c. Decision correct_value. Visible arithmetic: (US$27.6 billion total debt - US$16.7 billion domestic debt) / US$27.6 billion x 100 = 39.4928 percent, which rounds to the reported 39.5 percent. Equivalently, 100.0 - 60.5 = 39.5.. Evidence: PDF page 40 (printed page 3) states that total public debt was estimated at 38.6 percent of GDP as of end-June 2020 and that PPG external debt represented 39.5 percent of total public debt. | Text Table 1 on the same page reports total public debt of US$27.6 billion and domestic debt of US$16.7 billion, equal to 60.5 percent of total debt. | The page's footnote states that Myanmar's external-debt definition is based on residency. | PDF page 39 states that the DSA uses fully consolidated public-sector debt, government-guaranteed debt, social security, and central-bank debt, and that SOEs cannot borrow externally by law, so there is no non-guaranteed SOE debt in practice. | PDF page 53 reports the earlier 2019 actual parent-child values of 38.8 and 14.8 percent of GDP. The end-June 2020 decomposition is the later visible observation and therefore controls. | The end-June 2020 debt decomposition is later than the 2019 actual column used by the model. It directly reports domestic debt at 60.5 percent of total debt, leaving a 39.5 percent residency-based external share."
MNE,Montenegro,MAC_SRDSF,Montenegro: 2025 Article IV Consultation-Press Release; and Staff Report,2025-11-01,https://elibrary.imf.org/view/journals/002/2025/304/002.2025.issue-304-en.xml,3d4683e2268021f654dc25dd549f937ff30d1ae3be77fc29f7c3696a9749388c,fx_share,2024,13.2,pct_total_debt,66,60,Annex VII. Figure 3. Montenegro: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,general_government,unknown,unknown,unknown,unknown,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=17625dbb0d45c6ffea26b40a033d4a87328280a467424bb608492c92712f147b. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MNE.json. The currency chart visibly separates debt into “Foreign currency,” “Local currency,” and “Local-linked,” establishing a currency basis. | The figure’s coverage note states: “The perimeter shown is general government.” | The projection marker begins after the 2024 observation, making 2024 the latest visibly historical actual year. | At 2024, the foreign-currency area is approximately 8 percent of GDP based on the chart scale; this is a visual figure estimate rather than a labeled datapoint. | Candidate 2, PDF page 6, reports 2024 general government gross debt of 60.8 percent of GDP. Using the same general-government perimeter, the visible arithmetic would be approximately 8.0 / 60.8 × 100 = 13.2 percent, but the direct share is left null because the FX numerator is only graphically estimated."
MNG,Mongolia,MAC_SRDSF,Mongolia: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Alternate Executive Director for Mongolia,2025-09-01,https://elibrary.imf.org/view/journals/002/2025/265/002.2025.issue-265-en.xml,8c1220d872eb7ffc719073d8a7b32ffa7a12b050625b042013fd6037f81465e2,fx_share,2024,94.0,pct_total_debt,53,48,"Annex IV, paragraphs 2-4, Figure 3 discussion",currency,general_government,y,y,y,unknown,n,,text,high,"TEA-878 source adjudication. Review ID 3e3e8e93b1f80ab7. Decision confirm_value. Visible arithmetic: No reconstruction is needed. PDF page 53 directly reports 94 percent of total public debt. Applying the direct share to the separately reported 48-percent-of-GDP stock would imply 45.12 percent of GDP, but that derived component is not recorded as a source value.. Evidence: PDF page 53 (printed page 48), paragraph 3, directly states that foreign-currency-denominated debt accounts for 94 percent of total public debt, including the PBOC swap. | Paragraph 4 on the same page reports public debt at 48 percent of GDP in 2024, making 2024 the latest actual observation associated with the direct share. | Paragraph 2 and its footnote state that SRDSF coverage includes general-government debt, Development Bank of Mongolia debt, explicit SOE-debt guarantees, legacy Ministry of Finance debt against the Bank of Mongolia, the PBOC-BOM swap, and Trade and Development Bank debt. | PDF page 57 (printed page 52) selects general-government coverage but includes public nonfinancial corporations, the central bank, and other public financial corporations; its comments identify SOE guarantees and the PBOC swap. The inclusion flags preserve this broader stock. | Candidate pages 35 and 36 are balance-of-payments and external-debt tables and were not treated as the FX-share measure. Candidate page 58 visually triangulates the heavily foreign-currency debt composition. | Directly stated 2024 foreign-currency share of total public debt, including the PBOC swap. The selected DSA coverage is labeled general government but is explicitly broader through the included Development Bank of Mongolia, SOE guarantees, Bank of Mongolia swap liability, and other public financial corporation debt; the inclusion flags preserve that scope. No external-debt proxy or reconstructed numerator is used."
MOZ,Mozambique,LIC_DSF,Republic of Mozambique: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Mozambique,2026-02-19,https://elibrary.imf.org/view/journals/002/2026/045/002.2026.issue-045-en.xml,7b64ec1dfceaa60ae27104850c2fe0a4b2f25486970b0724ae2e820252077c2d,fx_share,2024,67.7,pct_total_debt,84,16,"Table 2. Mozambique: Public Sector Sustainability Framework, Under Unchanged Policies, 2022–2045",currency,public_sector,y,y,y,unknown,n,,table,high,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=99e019515521af7542356ae2446b4e33342a0dd222c7f721586e8aa044edab76. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MOZ.json. In Table 2, the latest historical column marked “Actual” is 2024; 2025 onward is under “Projections.” | For 2024, the parent row “Public sector debt 1/” is 89.9 percent of GDP and its indented “of which: external debt” row is 60.9 percent of GDP. | The table’s definition box states that external/domestic debt is “Currency-based” and that there is no material difference between the two criteria, so the currency-based external component is direct FX-share evidence rather than a residency proxy. | Visible arithmetic: 60.9 / 89.9 × 100 = 67.74 percent of total public-sector debt. | Footnote 1 states coverage of debt of the central government, central bank, government-guaranteed debt, and non-guaranteed SOE debt, supporting public_sector perimeter and inclusion flags y/y/y."
MRT,Mauritania,LIC_DSF,"Islamic Republic of Mauritania: Fifth Reviews Under the Arrangements Under the Extended Credit Facility and the Extended Fund Facility, Request for a Waiver of Applicability of Performance Criteria, and Fourth Review Under the Arrangement Under the Resilience and Sustainability Facility-Press Release; Staff Report; and Statement by the Executive Director for the Islamic Republic of Mauritania",2026-02-05,https://elibrary.imf.org/view/journals/002/2026/027/002.2026.issue-027-en.xml,563c6497713197a1d3b5c453de5fbec0e7f14460ebb6b0a9eb3b3b342feec604,fx_share,2024,84.8,pct_total_debt,49,42,"Table 10. Mauritania: Decomposition of Public Debt and Debt Service by Creditor, 2024-26",residency,central_government,y,y,n,unknown,y,external_share_residency,table,medium,"TEA-878 source adjudication. Review ID 991204e535799982. Decision correct_value. Visible arithmetic: US$4,067.7 million / US$4,798.4 million x 100 = 84.7720 percent, which rounds to the table's printed 84.8 percent. The 84.6 result from 36.9 / 43.6 uses rounded GDP ratios and is less precise.. Evidence: PDF page 49 (printed page 42), Table 10, reports end-2024 total PPG debt of US$4,798.4 million and external debt of US$4,067.7 million. | The table directly reports external debt at 84.8 percent of total debt and states that its debt coverage is the same as the DSA. | PDF page 105 defines external debt as borrowing from or debt service payable to nonresidents, establishing a residency basis. | PDF page 129 (printed page 20), Table 3, confirms 2024 actual public-sector debt of 43.6 percent of GDP and external debt of 36.9 percent of GDP, defines debt on a residency basis, and says there is no material difference between the two criteria. | Table 3 footnote 1 covers central government, central bank, and government-guaranteed debt. Non-guaranteed SOE debt is not listed in the DSA perimeter. | Use the exact end-2024 debt-stock amounts and the table's directly reported percent-of-total column. This is more precise than recomputing from the one-decimal GDP ratios in Table 3. Retain only as a residency proxy."
MUS,Mauritius,MAC_SRDSF,Mauritius: 2026 Article IV Consultation-Press Release; Staff Report; Staff Supplement; and Statement by the Executive Director for Mauritius,2026-07-01,https://elibrary.imf.org/view/journals/002/2026/178/002.2026.issue-178-en.xml,87eca172ceba551058eae0833c602882df061a8bae1cf8c9913e76002089506c,fx_share,2024,20.0,pct_total_debt,49,45,Figure 3. Mauritius: Public Debt Structure Indicators — Debt by Currency (in percent of GDP),currency,nfps,unknown,unknown,unknown,unknown,n,,figure,medium,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=12563ebea365a374ce5c8f89adb887d4d8f00d67d4e5fdf739f7c11dc4bc4534. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MUS.json. Candidate 3 (PDF page 49; printed page 45) directly labels the upper panel “Debt by Currency (in percent of GDP)” and separates “Foreign currency” from “Local currency.” | The panel’s coverage note states: “The perimeter shown is nonfinancial public sector,” establishing debt_perimeter=nfps. | The projection marker begins after the 2024 observation; therefore 2024 is the latest visibly historical actual year. | From the plotted 2024 values, foreign-currency debt is approximately 17 percent of GDP and total debt is approximately 85 percent of GDP. | Visible arithmetic: approximately 17 / 85 × 100 = 20.0 percent of total debt. This is currency-based and is not an external-debt proxy."
MWI,Malawi,LIC_DSF,Malawi: 2025 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Malawi,2025-08-06,https://elibrary.imf.org/view/journals/002/2025/226/002.2025.issue-226-en.xml,cd9a5cb9a9e65b77f263cc1e2a684c3b48097da6c37d63c799fe4a784906e964,fx_share,2024,42.7,pct_total_debt,106,21,"Table 2. Malawi: Public Sector Debt Sustainability Framework, Baseline Scenario, 2022-45",residency,central_government,y,y,n,unknown,y,external_share_residency,table,medium,"TEA-878 source adjudication. Review ID 0193c0c68349ea38. Decision correct_value. Visible arithmetic: 37.4 / 87.6 x 100 = 42.6941 percent, which rounds to 42.7 under the dataset's one-decimal convention.. Evidence: PDF page 106 (printed page 21), Table 2, reports 2024 under Actual: public-sector debt is 87.6 percent of GDP and its subordinate external-debt row is 37.4 percent of GDP. | The table defines external debt on a residency basis and says there is a material difference between the residency and currency criteria. | PDF page 41 independently reports 2024 total public debt of 87.6 percent of GDP and external public-sector debt of 37.4 percent of GDP. | PDF page 88 states that the DSA covers central-government debt, central-government-guaranteed debt, and central-bank debt contracted on behalf of government. | The same coverage page states that non-guaranteed SOE debt is excluded because of data limitations. | Latest actual is 2024. The table defines external debt by residency and says residency and currency materially differ, so retain 42.7 only as an explicit proxy."
MYS,Malaysia,MAC_SRDSF,Malaysia: 2026 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Malaysia,2026-02-01,https://elibrary.imf.org/view/journals/002/2026/055/002.2026.issue-055-en.xml,5353df8f59329e5c6642530c497df30db18ce78aed356ca075deb742fd058645,fx_share,2024,2.0,pct_total_debt,60,55,Annex VII. Figure 3. Malaysia: Public Debt Structure Indicators,currency,central_government,unknown,unknown,unknown,unknown,n,,text,high,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=71c973eeaf206c39ad0087fd7a41ce48b1303e3a7c396fcbd1e97d2a9372b16d. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/MYS.json. The figure notes explicitly state: “The perimeter shown is central government.” | The visible commentary states: “98 percent of central government debt is denominated in local currency” in 2024. | Currency-basis arithmetic: foreign-currency share = 100 − 98 = 2 percent of total central-government debt. | The observation is historical actual for 2024; later years shown in the figure are projections."
NAM,Namibia,MAC_SRDSF,Namibia: 2026 Article IV Consultation-Press Release; and Staff Report,2026-06-01,https://elibrary.imf.org/view/journals/002/2026/135/002.2026.issue-135-en.xml,7b7717524586aa6aa99e3fda72a4e6fb796562064fde7cc0d8a473967568965e,fx_share,2025,12.0,pct_total_debt,23,18,Figure 3. Namibia: Public Debt Structure Indicators — Debt by Currency (Percent of GDP),currency,central_government,n,n,n,n,n,,text,high,"TEA-878 source adjudication. Review ID 7b4d2885e2234db5. Decision confirm_value. Visible arithmetic: No reconstruction is required: the source directly states the end-2025 foreign-currency share as about 12 percent of total debt.. Evidence: PDF pages 2 and 3 establish the Namibia 2026 Article IV report identity; PDF page 8 is the contents page and supplies no competing debt observation. | PDF page 23, printed page 18, paragraph 21 directly states that the share of foreign-currency debt fell to about 12 percent at end-2025 after Eurobond repayment. | PDF page 23 footnote 15 states that non-Rand-denominated foreign debt was 2 percent of total government debt at end-2025. This corroborates the currency basis and shows that the broader 12 percent measure is not an external-debt proxy. | PDF page 49, printed page 44, Figure 3 names the Debt by Currency carrier and labels its perimeter central government. Its commentary says part of external debt is issued in rand, reinforcing that external and foreign-currency measures are not interchangeable. | PDF page 52 is the medium-term risk assessment and provides no later or competing direct currency share. | Paragraph 21 directly states that foreign-currency debt was about 12 percent at end-2025. Figure 3 supplies the required named currency carrier and central-government perimeter. Government guarantees are discussed separately from the carrier. The schema-reference field is repaired without changing schema v0 or any validation gate."
NER,Niger,LIC_DSF,"Niger: Eighth Review Under the Extended Credit Facility Arrangement, Fourth Review Under the Resilience and Sustainability Facility, Requests for Augmentation of the Extended Credit Facility Arrangement, Waiver of Nonobservance of a Performance Criterion, and Modification of Performance Criteria-Press Release; Staff Report; and Statement by the Executive Director for Niger",2026-03-31,https://elibrary.imf.org/view/journals/002/2026/074/002.2026.issue-074-en.xml,e617166276b0d4d073b555f8aa7cb16e26bdb73fb2a5e8c2d507ef47b7b2260c,fx_share,2024,56.5,pct_total_debt,128,23,"Table 2. Niger: Public Sector Debt Sustainability Framework, Baseline Scenario, 2021–44",currency,central_government,y,y,unknown,unknown,n,,table,high,"Bulk live read codex_cli/gpt-5.6-sol, prompt dsa-fxshare-report-pages-v3. Candidate page image sha256=86e5f11db335f0c1c04558eebdf66c0c137f01f45e230790f512a32de33d0faf. Audit sidecar: /Users/teal_mac_mini_25/.codex/staging/tea-877-20260717-30pzVs/run/audit/NER.json. Candidate 5, PDF page 128 (printed page 23), Table 2 shows 2024 under the Actual columns: public sector debt = 47.7 percent of GDP and its subordinate row 'of which: external debt' = 27.0 percent of GDP. | The table's visible definition box states: 'Definition of external/domestic debt: Currency-based,' so the external-debt share is a direct foreign-currency share rather than a residency proxy. | Visible arithmetic: 27.0 / 47.7 × 100 ≈ 56.6 percent; the table directly reports the 2024 external-debt share as 56.5 percent, reflecting underlying unrounded values. | Coverage footnote 1 states: 'The central government, central bank, government-guaranteed debt.' Therefore the base perimeter is central government, with central bank and guarantees included."
